In the long run, the sharpest weapon of all is a kind and gentle spirit.`Anne Frank`72
Out of your vulnerabilities will come your strength.`Sigmund Freud`52
Time heals what reason cannot.  `Seneca`32
A leader is one who knows the way, goes the way, and shows the way.`Unknown`67
People acting together as a group can accomplish things which no individual acting alone could ever hope to bring about.`Franklin D. Roosevelt`120
Be where your enemy is not.`Sun Tzu`27
Learning is a weightless treasure you can always carry easily.`Chinese Proverb`62
Keep your dreams, you never know when you might need them.`Carlos Ruiz Zafon`58
The decisions of our past are the architects of our present.`Dan Brown`60
If you don't program yourself, life will program you.`Les Brown`53
Love doesn't need reason. It speaks from the irrational wisdom of the heart.`Deepak Chopra`76
Time you enjoy wasting, was not wasted.`John Lennon`39
Knowing yourself is the beginning of all wisdom.`Aristotle`48
Just throw away all thoughts of imaginary things, and stand firm in that which you are.`Kabir`87
Unless a man is master of his soul, all other kinds of mastery amount to little.`Theodore Roosevelt`80
Trusting our intuition often saves us from disaster. `Anne Wilson Schaef`53
It's not what we do once in a while that shapes our lives, but what we do consistently.`Tony Robbins`87
The best way to predict your future is to create it.`Abraham Lincoln`52
Genius is patience.`Isaac Newton`19
Believe you can and you're halfway there.`Theodore Roosevelt`41
The wisest men follow their own direction.`Euripides`42
Take care of your cents: dollars will take care of themselves.`Thomas Jefferson`62
Success is getting what you want... Happiness is wanting what you get.`Dale Carnegie`70
That some achieve great success is proof to all that others can achieve it as well.`Abraham Lincoln`83
Whatever you are, be a good one.`Abraham Lincoln`32
To travel is to be alive, but to get somewhere is to be dead.`Alan Watts`61
Focus is a matter of deciding what things you're not going to do.`John Carmack`65
We will outstretch the hand if you unclench your fist.`Barack Obama`54
To become what you are not, behave as you do not.`T.S. Eliot`49
There is nothing more truly artistic than to love people.`Vincent van Gogh`57
Live your life as an exclamation rather than an explanation.`Isaac Newton`60
I enjoy life when things are happening. I don't care if it's good things or bad things. That means you're alive.`Joan Rivers`112
Perplexity is the beginning of knowledge.`Kahlil Gibran`41
When you consider things like the stars, our affairs don't seem to matter very much, do they?`Virginia Woolf`93
The wise accomplish all that they want without arousing the envy or scorn of others.`Ming-Dao Deng`84
When you realize you've made a mistake, take immediate steps to correct it.`Dalai Lama`75
Surround yourself with people who take their work seriously, but not themselves, those who work hard and play hard.`Colin Powell`115
Everyone sees what you appear to be, few experience what you really are.`Niccolo Machiavelli`72
Rather than waste time and energy worrying, use that time and energy to constructively deal with whatever is causing the worry.`Celestine Chua`127
To plant a garden is to believe in tomorrow.  `Audrey Hepburn`46
In peace, sons bury their fathers. In war, fathers bury their sons. `Herodotus`68
Numbing the pain for a while will only make it worse when you finally feel it.`Albus Dumbledore`78
Decide whether or not the goal is worth the risks involved. If it is, stop worrying.`Amelia Earhart`84
The whole problem with the world is the fools and fanatics are always so sure of themselves, and wiser people are full of doubts.`George Bernard Shaw`129
Without the rain there would be no rainbow.`Gilbert Chesterton`43
We love the things we love for what they are.`Robert Frost`45
Keep smiling, because life is a beautiful thing and there's so much to smile about.`Marilyn Monroe`83
Wherever you are, it's the place you need to be.`Maxime Lagace`48
Words are the clothes thoughts wear.`Samuel Beckett`36
It is important that we forgive ourselves for making mistakes. We need to learn from our errors and move on.`Steve Maraboli`108
Fools talk, cowards are silent, wise men listen.`Carlos Ruiz Zafon`48
I have no methods; all I do is accept people as they are.`Joan Rivers`57
Learn to use your emotions to think, not think with your emotions.`Robert Kiyosaki`66
Aim for the moon. If you miss, you may hit a star.`W. Clement Stone`50
You cannot find peace avoiding life.`Virginia Woolf`36
It is in the heart that makes a man rich. He is rich according to what he is, not according to what he has.`Henry Ward Beecher`107
If you don't make things happen then things will happen to you.`Robert Collier`63
We don't stumble accidentally into an amazing life. It takes decision, a commitment to consistently work on ourselves.`Kamal Ravikant`118
The first principle of success is desire.`Robert Collier`41
It ain't where you start in life, it's where you end up, and what you did along the way.`Colin Powell`88
Quiet people have the loudest minds.`Stephen Hawking`36
I begin with an idea and then it becomes something else.`Pablo Picasso`56
If you can't, you must. If you must, you can.`Tony Robbins`45
We may not be able to stop evil in the world, but how we treat one another is entirely up to us.`Barack Obama`96
You never know when a moment and a few sincere words can have an impact on a life.  `Zig Ziglar`84
Life is ours to be spent, not to be saved. `D. H. Lawrence`43
Not engaging in ignorance is wisdom. `Bodhidharma`37
When you reach the end of your rope, tie a knot in it and hang on.`Franklin D. Roosevelt`66
The grass is greener where you water it.`Neil Barringham`40
Where you are right now doesn't have to determine where you'll end up.`Barack Obama`70
You'll get more from being a peacemaker than a warrior.`Arnold Schwarzenegger`55
Life is too short to waste your time on people who don't respect, appreciate, and value you.`Roy T. Bennett`92
Sometimes you have to lose all you have to find out who you truly are.`Roy T. Bennett`70
Anger begins with folly, and ends with repentance. `Beverly Sills`51
Change will not come if we wait for some other person, or if we wait for some other time.`Barack Obama`89
A life spent making mistakes is not only more honorable but more useful than a life spent doing nothing.`George Bernard Shaw`104
Your task is not to seek for love, but merely to seek and find all the barriers within yourself that you have built against it.`Rumi`127
Progress is limited by your ability to change your mind.`Jack Butcher`56
The more we value things, the less we value ourselves.  `Bruce Lee`56
You need a plan to build a house. To build a life, it is even more important to have a plan or goal.`Zig Ziglar`100
Winners are not people who never fail, but people who never quit.`Arnold Schwarzenegger`65
Only when one allows themself the right to die, do they then give yourself the permission to live.`C. Sean McGee`98
He who hesitates is a damned fool.`Mae West`34
Life may be full of pain but that's not an excuse to give up.`Arnold Schwarzenegger`61
Integrity is the ability to stand by an idea.`Ayn Rand`45
The only way out is through.`Robert Frost`28
What we dwell on is who we become.`Oprah Winfrey`34
You are what you do, not what you say you'll do.`Carl Jung`48
I have never in my life learned anything from any man who agreed with me.`Dudley Field Malone`73
The more you feed your mind with positive thoughts, the more you can attract great things into your life.`Roy T. Bennett`105
Most people dabble their way through life, never deciding to master anything in particular.`Tony Robbins`91
Believe in one thing too much and you have no room for new ideas.  `Ray Bradbury`67
Surround yourself only with people who are going to take you higher.`Oprah Winfrey`68
In the midst of chaos, there is also opportunity.`Sun Tzu`49
We have no more right to consume happiness without producing it than to consume wealth without producing it.`George Bernard Shaw`108
Confidence is contagious. So is lack of confidence.`Vince Lombardi`51
It's not the love you make. It's the love you give. `Nikola Tesla`52
It's not what happens to you, but how you react to it that matters.`Epictetus`67
Today will never happen again. Don't waste it with a false start or no start at all.`Og Mandino`84
Life becomes easier and more beautiful when we can see the good in other people.`Roy T. Bennett`80
I dream my painting and I paint my dream.`Vincent van Gogh`41
Integrity is telling myself the truth. And honesty is telling the truth to other people.`Spencer Johnson`88
Information changes your mind. Action changes your circumstances.`Jack Butcher`65
It's necessary to get the losers out of your life if you want to live your dream.`Les Brown`81
Teachers open the door. You enter by yourself. `Chinese Proverb`47
The mind that turns ever outward Will have no end to craving. Only the mind turned inward Will find a still-point of peace.`Ming-Dao Deng`123
You cannot push anyone up a ladder unless he is willing to climb a little himself.`Andrew Carnegie`82
The size of your success is measured by the strength of your desire; the size of your dream; and how you handle disappointment along the way.`Robert Kiyosaki`141
Care about what other people think and you will always be their prisoner.`Lao Tzu`73
Without the confidence, nothing can be accomplished.`Sathya Sai Baba`52
We cannot always do great things in life, but we can do small things with great love.`Dan Millman`85
The search for happiness is one of the chief sources of unhappiness.`Eric Hoffer`68
A gentleman accepts the responsibility of his actions and bears the burden of their consequences.`William Faulkner`97
Don´t hesitate or allow yourself to make excuses. Just get out and do it.`Christopher McCandless`74
Life is trying things to see if they work.`Ray Bradbury`42
Believe and you're halfway there.`Harry S. Truman`33
Never feel shame for trying and failing, for he who has never failed is he who has never tried.`Og Mandino`95
When we think about our strengths, we are strong. When we think about our weaknesses, we are weak.`Peter A. Cohen`98
One never does wrong by doing right.`Norman Vincent Peale`36
An inventor is a man who asks Why? of the universe and lets nothing stand between the answer and his mind.`Ayn Rand`106
In the middle of difficulty lies opportunity.`Albert Einstein`45
A pessimist is one who makes difficulties of his opportunities and an optimist is one who makes opportunities of his difficulties.`Harry S. Truman`130
To be angry is to revenge the faults of others on ourselves.`Alexander Pope`60
Never lose hope. Storms make people stronger and never last forever.`Roy T. Bennett`68
Ripe fruit falls by itself - but it doesn't fall in your mouth. `Chinese Proverb`64
Some people dream of success, while others wake up and work hard at it.`Napoleon Hill`71
If you love somebody, let them go, for if they return, they were always yours. If they don't, they never were.`Kahlil Gibran`110
Always do what is right. It will gratify half of mankind and astound the other.`Mark Twain`79
Whenever you find yourself on the side of the majority, it is time to reform.`Mark Twain`77
Only he who has no use for the empire is fit to be entrusted with it.`Zhuangzi`69
Turn your face to the sun, as flowers know how to do.`Ming-Dao Deng`53
Values are like fingerprints. Nobody's are the same, but you leave 'em all over everything you do.`Elvis Presley`98
Do the hard jobs first. The easy jobs will take care of themselves.`Dale Carnegie`67
One's best success comes after their greatest disappointments.`Henry Ward Beecher`62
To the world you may be one person; but to one person you may be the world.`Dr. Seuss`75
Life is about choice. You can choose to be a victim or anything else you like to be.`Celestine Chua`84
For the things we have to learn before we can do them, we learn by doing them.`Aristotle`78
Conflict cannot survive without your participation. `Wayne Dyer`52
Common sense is not so common. `Voltaire`31
To be fully alive is to feel that everything is possible.`Eric Hoffer`57
The power of man has grown in every sphere, except over himself.`Winston Churchill`64
Accept responsibility for your life. Know that it is you who will get you where you want to go, no one else.`Les Brown`108
Anger exceeding limits causes fear and excessive kindness eliminates respect.`Euripides`77
The more rejection you get, the better you are, the more you've learned, the closer you are to your outcome.`Tony Robbins`108
Try all things, hold fast that which is good.`John Locke`45
What kills the creative force is not age or lack of talent, but our own spirit, our own attitude.`Robert Greene`97
All our dreams can come true, if we have the courage to pursue them.`Walt Disney`68
People who avoid failure also avoid success.`Robert Kiyosaki`44
Every day is lost in which we do not learn something useful. Man has no nobler or more valuable possession than time.`Thomas Jefferson`117
You were put on this earth to achieve your greatest self, to live out your purpose, and to do it courageously.`Steve Maraboli`110
Better a diamond with a flaw than a pebble without one.`Chinese Proverb`55
The four P's to success are pressure, persistence, perseverance, and prayer.`Steve Harvey`76
A man sooner or later discovers that he is the master-gardener of his soul, the director of his life.`James Allen`101
You drown not by falling into a river, but by staying submerged in it.`Paulo Coelho`70
The temptation to give up is strongest just before victory.`Zen Proverb`59
There is no self-discovery without pain and loss.`Anita Krizzan`49
There is nothing more frightful than ignorance in action.`Johann Wolfgang von Goethe`57
The mind is the limit.`Arnold Schwarzenegger`22
You must welcome change as the rule but not as your ruler. `Denis Waitley`59
Nothing is more creative...nor destructive...than a brilliant mind with a purpose.`Dan Brown`82
The constant assertion of belief is an indication of fear.`Jiddu Krishnamurti`58
We become what we believe.`Lolly Daskal`26
Someday death will take us to another star.`Vincent van Gogh`43
There is always room in your life for thinking bigger, pushing limits and imagining the impossible.`Tony Robbins`99
I live by letting things happen.`Dogen`32
Our life isn't how much we can take out, but how much we can put in.  `Estee Lauder`70
We meet ourselves time and again in a thousand disguises on the path of life.`Carl Jung`77
Tradition is the illusion of permanence. `Woody Allen`41
Many of life's failures are people who did not realize how close they were to success when they gave up.`Thomas Edison`104
Failure is feedback. Learn from it and move on.`Jack Butcher`47
Keep away from people who try to belittle your ambitions.`Mark Twain`57
Great acts are made up of small deeds.`Lao Tzu`38
When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.`Henry Ford`114
Unless you're ashamed of yourself now and then, you're not honest.`William Faulkner`66
Make failure your teacher, not your undertaker.  `Zig Ziglar`49
Great thoughts speak only to the thoughtful mind, but great actions speak to all mankind.`Theodore Roosevelt`89
Life is but one dream flowing into another.`Ming-Dao Deng`43
Happiness is not something ready made. It comes from your own actions.`Dalai Lama`70
If you are going to achieve excellence in big things, you develop the habit in little matters.`Colin Powell`94
Perfection is not attainable, but if we chase perfection we can catch excellence.`Vince Lombardi`81
Your time is limited, so don't waste it living someone elses. life. Don't be trapped by dogma - which is living with the results of other people's thinking.`Steve Jobs`156
Creativity is intelligence having fun.`Albert Einstein`38
A woman unsatisfied must have luxuries. But a woman who loves a man would sleep on a board.`D. H. Lawrence`91
From the errors of others, a wise man corrects his own.`Publilius Syrus`55
I don't pretend to know everything; I just only speak on matters I know I'll win.`Criss Jami`81
Scared people want comfort and certainty so they avoid failure. People living fully seek challenges because this is where they feel alive.`Maxime Lagace`138
Your gift is something that you can do innately better than anything else.`Steve Harvey`74
The wise warrior avoids the battle.`Sun Tzu`35
Do not wait for leaders; do it alone, person to person.`Mother Teresa`55
When the world pushes you to your knees, you're in the perfect position to pray.`Rumi`80
Anyone who reads a book with a sense of obligation does not understand the art of reading.`Lin Yutang`90
Raise your words, not voice. It is rain that grows flowers, not thunder.`Rumi`72
Don't spend major time on minor things.`Jim Rohn`39
Don't gain the world and lose your soul. Wisdom is better than silver and gold.`Bob Marley`79
Showing off is the fool's idea of glory. `Bruce Lee`41
Surrender to what is. Let go of what was. Have faith in what will be.`Sonia Ricotti`69
The greatest enemy of knowledge is not ignorance, it's the illusion of knowledge.`Stephen Hawking`81
If you're afraid to die, you're afraid to live. You can't have one without the other.`Rita Mae Brown`85
Be the change that you want to see in the world.`Mahatma Gandhi`48
The more tranquil a man becomes, the greater is his success, his influence, his power for good. Calmness of mind is one of the beautiful jewels of wisdom.`James Allen`154
Your time is limited, so don't waste it living someone elses. life.`Steve Jobs`67
True friendship ought never to conceal what it thinks. `St. Jerome`55
Always show more kindness than seems necessary because the person receiving it needs it more than you will ever know.`Colin Powell`117
When uncomfortable, my instinct is not to avoid the discomfort but to become at peace with it.`Josh Waitzkin`94
Intelligence is the ability to adapt to change.`Stephen Hawking`47
Where violence reigns, reason is weak.`Nicolas Chamfort`38
A diamond is a piece of charcoal that handled stress exceptionally well.`Unknown`72
To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.`Ralph Waldo Emerson`110
Life is what happens to you while you're busy making other plans.`John Lennon`65
A real friend is one who walks in when the rest of the world walks out.`Unknown`71
Live, travel, adventure, bless, and don't be sorry.  `Jack Kerouac`53
The most wasted day of all is that on which we have not laughed.`Nicolas Chamfort`64
The privilege of a lifetime is to become who you truly are.`Carl Jung`59
How you think when you lose determines how long it will be until you win.`Gilbert Chesterton`73
If they wrote it to make money, don't read it.`Naval Ravikant`46
Just as true humor is laughter at oneself, true humanity is knowledge of oneself.`Alan Watts`81
Everybody's life is either rewarding or an example.`Tony Robbins`51
Who wishes to fight must first count the cost.`Sun Tzu`46
If the only prayer you ever say in your entire life is thank you, it will be enough.`Meister Eckhart`84
Never put off to tomorrow what you can do to-day.`Thomas Jefferson`49
You can't climb the ladder of success with your hands in your pockets.`Arnold Schwarzenegger`70
Don't wait for extraordinary opportunities. Seize common occasions and make them great.`Orison Swett Marden`87
The ability to observe without evaluating is the highest form of intelligence.`Jiddu Krishnamurti`78
Live calmly. The time will come when the flowers bloom by themselves.`Zen Proverb`69
Routine life is unbearable, and most people only think about how to escape into the world of fantasy and dreams.`Robert Greene`112
No man can get rich himself unless he enriches others.`Earl Nightingale`54
The truth is simple. If it was complicated, everyone would understand it.`Walt Whitman`73
Waste no more time arguing about what a good man should be. Be one.`Marcus Aurelius`67
As you love yourself, life loves you back.`Kamal Ravikant`42
The river that flows in you also flows in me.`Kabir`45
Adults are just children who earn money.`Kenneth Branagh`40
He who cheats the earth will be cheated by the earth.`Chinese Proverb`53
When things go wrong, don't go with them.`Elvis Presley`41
There is no limitations except those we create for ourselves.`Lolly Daskal`61
Absorb what is useful, discard what is useless and add what is specifically your own.  `Bruce Lee`87
You're only given a little spark of madness. You mustn't lose it.`Robin Williams`65
Being in a good frame of mind helps keep one in the picture of health.`Unknown`70
Obstacles can't stop you. Problems can't stop you. Most of all, other people can't stop you. Only you can stop you.`Jeffrey Gitomer`115
Creative endeavors are by their nature uncertain.`Robert Greene`49
Great ones are willing to get burned time and again as they sharpen their swords in the fire.`Josh Waitzkin`93
A successful man is one who can lay a firm foundation with the bricks others have thrown at him.  `David Brinkley`98
Worry is a waste of emotional reserve.`Ayn Rand`38
Repetition does not transform a lie into a truth.`Franklin D. Roosevelt`49
Falling down is not failure. Failure comes when you stay where you have fallen.`Socrates`79
Everybody needs a passion. That's what keeps life interesting.`Betty White`62
If you look for perfection, you'll never be content.`Leo Tolstoy`52
A fear of weakness only strengthens weakness.`Criss Jami`45
The only limits in your life are those that you set yourself.`Celestine Chua`61
Lack of direction, not lack of time, is the problem. We all have twenty-four hour days.`Zig Ziglar`87
When you are totally at peace with yourself, nothing can shake you.`Deepam Chaterjee`67
It isn't that they can't see the solution. It is that they can't see the problem.`Gilbert Chesterton`81
It is not because things are difficult that we do not dare; it is because we do not dare that things are difficult.  `Seneca`117
Time stays long enough for anyone who will use it.`Leonardo da Vinci`50
There is no such thing as a great talent without great willpower.`Honore de Balzac`65
Time flies whether you are having fun or not.`Mary Engelbreit`45
I hear and I forget. I see and I remember. I do and I understand. `Confucius`66
No one ever said life was fair. Just Eventful.`Carol Burnett`46
The major difference between the big shot and the little shot is the big shot is just a little shot who kept on shooting.`Zig Ziglar`121
Your purpose will be clear only when you listen to your heart.`Lolly Daskal`62
Just because something isn't a lie does not mean that it isn't deceptive.`Criss Jami`73
Employ your time in improving yourself by other men's writings, so that you shall gain easily what others have labored hard for.`Socrates`128
Here and now...breathe and relax...in battle and in life.`Dan Millman`57
When you stop questioning, you stop learning.`Lolly Daskal`45
The people who succeed are irrationally passionate about something.`Naval Ravikant`67
Educating the mind without educating the heart is no education at all.`Aristotle`70
Rest in reason; move in passion.`Kahlil Gibran`32
Every man is guilty of all the good he did not do. `Voltaire`51
We have a choice everyday regarding the attitude we will embrace for that day.`Charles Swindoll`78
It doesn't matter what you do, only how well you do it.`Dan Millman`55
Good entrepreneurs don't fail because they stay at it.`Naval Ravikant`54
Do not follow the ideas of others, but learn to listen to the voice within yourself.`Dogen`84
Hardly anybody recognizes the most significant moments of their life at the time they happen.`W.P. Kinsella`93
You are a function of what the whole universe is doing in the same way that a wave is a function of what the whole ocean is doing.`Alan Watts`130
An investment in knowledge pays the best interest.`Benjamin Franklin`50
A man sees in the world what he carries in his heart.`Johann Wolfgang von Goethe`53
If you genuinely want something, don't wait for it - teach yourself.`Gurbaksh Chahal`68
Winners are not afraid of losing. But losers are. Failure is part of the process of success. People who avoid failure also avoid success.`Robert Kiyosaki`137
Attitude, not aptitude, determines altitude.  `Zig Ziglar`46
Who looks outside, dreams; who looks inside, awakes.`Lolly Daskal`52
A tiny change today brings a dramatically different tomorrow.`Richard Bach`61
Don't waste your time in anger, regrets, worries, and grudges. Life is too short to be unhappy.`Roy T. Bennett`95
The measure of who we are is what we do with what we have.`Vince Lombardi`58
Thought is so cunning, so clever, that it distorts everything for its own convenience.`Jiddu Krishnamurti`86
Change yourself - you are in control.`Mahatma Gandhi`37
The wise man reads both books and life itself.`Lin Yutang`46
It is what we make out of what we have, not what we are given, that separates one person from another.`Nelson Mandela`102
It's OK to have your eggs in one basket as long as you control what happens to that basket.`Elon Musk`91
A man is not called wise because he talks and talks again; but if he is peaceful, loving and fearless then he is in truth called wise. `Buddha`135
Short cuts make long delays.`J.R.R. Tolkien`28
What the eye doesn't see and the mind doesn't know, doesn't exist.`D. H. Lawrence`66
Resentment or grudges do no harm to the person against whom you hold these feelings but every day and every night of your life, they are eating at you.`Norman Vincent Peale`151
I defeat my enemies when I make them my friends.`Dalai Lama`48
If you can change your mind, you can change your life.`William James`54
Act as if what you do makes a difference. It does.`William James`50
Patience is bitter, but its fruit is sweet.`Aristotle`43
